日期,板块名称,冰点,沸点,距上次沸点天数,距上次冰点天数
2023-03-03,机场,False,True,-1,0
2023-03-03,机床工具,False,False,0,0
2023-03-03,林业,False,False,0,0
2023-03-03,果蔬加工,False,False,2,0
2023-03-03,棉纺,False,False,0,0
2023-03-03,楼宇设备,False,False,0,0
2023-03-03,民爆用品,False,False,0,0
2023-03-03,氟化工,False,False,0,0
2023-03-03,氨纶,True,False,0,-1
2023-03-03,氮肥,False,False,0,0
2023-03-03,氯碱,False,False,0,0
2023-03-03,水产养殖,False,False,0,0
2023-03-03,水务及水治理,False,False,0,0
2023-03-03,水泥,False,False,0,0
2023-03-03,水电,False,False,0,0
2023-03-03,汽车服务,False,False,0,0
2023-03-03,汽车服务Ⅲ,False,False,0,0
2023-03-03,汽车零部件,False,False,0,0
2023-03-03,油品石化贸易,False,False,0,0
2023-03-03,油服工程,False,False,0,0
2023-03-03,油气开采,False,False,0,0
2023-03-03,海洋捕捞,False,True,-1,0
2023-03-03,涂料油墨,False,False,0,0
2023-03-03,消费电子零部件及组装,False,False,0,0
2023-03-03,涤纶,False,False,0,0
2023-03-03,港口,False,False,0,0
2023-03-03,游戏,False,False,2,0
2023-03-03,激光设备,False,False,0,0
2023-03-03,火电,False,False,0,0
2023-03-03,炭黑,True,False,0,-1
2023-03-03,热力,False,False,0,0
2023-03-03,焦炭加工,False,False,0,0
2023-03-03,煤炭开采,False,False,0,0
2023-03-03,燃气,False,False,0,0
2023-03-03,燃气Ⅲ,False,False,0,0
2023-03-03,物流,False,False,0,0
2023-03-03,特钢,False,False,0,0
2023-03-03,环保设备,False,False,0,0
2023-03-03,玻璃玻纤,False,False,0,0
2023-03-03,瓷砖地板,False,False,2,0
2023-03-03,电子化学品,False,False,0,0
2023-03-03,电机,False,False,0,0
2023-03-03,电气自控设备,False,False,0,0
2023-03-03,电池,False,False,0,0
2023-03-03,电能综合服务,False,False,0,0
2023-03-03,畜禽养殖,False,False,0,0
2023-03-03,疫苗,False,False,0,0
2023-03-03,白酒,False,False,0,0
2023-03-03,百货零售,False,False,0,0
2023-03-03,石油加工,False,False,0,0
2023-03-03,磁性材料,False,False,0,0
2023-03-03,磨具磨料,False,False,0,0
2023-03-03,磷肥及磷化工,False,False,0,0
2023-03-03,种子生产,False,False,0,0
2023-03-03,稀土,False,False,2,1
2023-03-03,空调,False,False,1,0
2023-03-03,管材,False,False,0,0
2023-03-03,粘胶,False,False,2,1
2023-03-03,粮油加工,False,True,-1,0
2023-03-03,粮食种植,False,False,1,0
2023-03-03,纯碱,False,False,2,0
2023-03-03,纺织化学用品,False,False,0,0
2023-03-03,纺织服装设备,False,False,0,0
2023-03-03,线缆部件及其他,False,False,0,0
2023-03-03,综合,False,False,0,0
2023-03-03,综合环境治理,False,False,0,0
2023-03-03,耐火材料,False,False,0,0
2023-03-03,聚氨酯,False,False,0,0
2023-03-03,肉制品,False,False,0,0
2023-03-03,股份制银行,False,False,2,0
2023-03-03,能源及重型设备,False,False,0,0
2023-03-03,能源金属,False,False,0,0
2023-03-03,膜材料,False,False,0,0
2023-03-03,自然景点,False,False,0,0
2023-03-03,航天装备,False,False,0,0
2023-03-03,航海装备,False,False,0,0
2023-03-03,航空装备,False,False,0,0
2023-03-03,航空运输,False,False,0,0
2023-03-03,航运,False,False,0,0
2023-03-03,血液制品,False,False,0,1
